borehole,x,y,z,h_local,RP_kPa
S01,0.4365660495705318,0.17520190725114054,0.05,0.4689688800951075,50.80423321513313
S01,0.4365660495705318,0.17520190725114054,0.1297937760190215,0.4689688800951075,66.81089190397518
S01,0.4365660495705318,0.17520190725114054,0.20958755203804302,0.4689688800951075,67.01856691933926
S01,0.4365660495705318,0.17520190725114054,0.2893813280570645,0.4689688800951075,88.1947781544551
S01,0.4365660495705318,0.17520190725114054,0.369175104076086,0.4689688800951075,100.99778012025082
S01,0.4365660495705318,0.17520190725114054,0.4489688800951075,0.4689688800951075,113.6850576719487
S02,1.5567208101634415,0.41286776596694563,0.05,0.4395178035565278,60.709339883660434
S02,1.5567208101634415,0.41286776596694563,0.17317260118550926,0.4395178035565278,66.63958658612783
S02,1.5567208101634415,0.41286776596694563,0.2963452023710185,0.4395178035565278,99.8365656204756
S02,1.5567208101634415,0.41286776596694563,0.4195178035565278,0.4395178035565278,103.87937027762528
S03,2.2992091106948727,0.1437384591765218,0.05,0.49300932879774456,56.707085391082444
S03,2.2992091106948727,0.1437384591765218,0.15575233219943613,0.49300932879774456,75.78592493125782
S03,2.2992091106948727,0.1437384591765218,0.26150466439887227,0.49300932879774456,94.58602111676095
S03,2.2992091106948727,0.1437384591765218,0.3672569965983084,0.49300932879774456,105.42886304370373
S03,2.2992091106948727,0.1437384591765218,0.47300932879774454,0.49300932879774456,122.95660128635603
S04,3.6153408483800744,0.26205088891877015,0.05,0.4592940294864598,47.04127175830853
S04,3.6153408483800744,0.26205088891877015,0.14732350737161495,0.4592940294864598,56.80321276889419
S04,3.6153408483800744,0.26205088891877015,0.24464701474322992,0.4592940294864598,74.53923098011974
S04,3.6153408483800744,0.26205088891877015,0.34197052211484485,0.4592940294864598,92.73958201268357
S04,3.6153408483800744,0.26205088891877015,0.4392940294864598,0.4592940294864598,118.75799070859517
S05,0.39798386109948536,1.2776347286911705,0.05,0.29365755396828525,40.810698651757775
S05,0.39798386109948536,1.2776347286911705,0.10591438849207131,0.29365755396828525,54.276288675392564
S05,0.39798386109948536,1.2776347286911705,0.1618287769841426,0.29365755396828525,66.97005807463029
S05,0.39798386109948536,1.2776347286911705,0.21774316547621392,0.29365755396828525,70.55090783610973
S05,0.39798386109948536,1.2776347286911705,0.2736575539682852,0.29365755396828525,85.18863921886314
S06,1.5721944236502061,1.473335032251474,0.05,0.2735845189117645,44.00812003864066
S06,1.5721944236502061,1.473335032251474,0.10089612972794113,0.2735845189117645,52.67782341060523
S06,1.5721944236502061,1.473335032251474,0.15179225945588226,0.2735845189117645,56.177311705546344
S06,1.5721944236502061,1.473335032251474,0.20268838918382337,0.2735845189117645,75.90674020726213
S06,1.5721944236502061,1.473335032251474,0.2535845189117645,0.2735845189117645,78.48145355111886
S07,2.541257017040679,1.515268944836164,0.05,0.29262509330548,48.777171772525385
S07,2.541257017040679,1.515268944836164,0.094525018661096,0.29262509330548,57.89040737811589
S07,2.541257017040679,1.515268944836164,0.139050037322192,0.29262509330548,60.61593356194356
S07,2.541257017040679,1.515268944836164,0.183575055983288,0.29262509330548,66.19533522442985
S07,2.541257017040679,1.515268944836164,0.22810007464438398,0.29262509330548,76.11929092328731
S07,2.541257017040679,1.515268944836164,0.27262509330547996,0.29262509330548,73.36047051491371
S08,3.6561011210702454,1.2768849044540116,0.05,0.2285207750787549,34.83097748597647
S08,3.6561011210702454,1.2768849044540116,0.10284025835958496,0.2285207750787549,46.07337430352603
S08,3.6561011210702454,1.2768849044540116,0.15568051671916994,0.2285207750787549,64.28096487329358
S08,3.6561011210702454,1.2768849044540116,0.2085207750787549,0.2285207750787549,64.92377225640644
S09,0.4442500940898999,2.34493408790052,0.05,0.17681244216929964,37.891146570785665
S09,0.4442500940898999,2.34493408790052,0.07136248843385994,0.17681244216929964,48.69059794356952
S09,0.4442500940898999,2.34493408790052,0.09272497686771985,0.17681244216929964,41.518116194317784
S09,0.4442500940898999,2.34493408790052,0.11408746530157979,0.17681244216929964,49.94117135409093
S09,0.4442500940898999,2.34493408790052,0.13544995373543972,0.17681244216929964,48.791256489160276
S09,0.4442500940898999,2.34493408790052,0.15681244216929965,0.17681244216929964,56.45256921857393
S10,1.5720807028235395,2.4540088906816497,0.05,0.23938967242536946,32.06864063944264
S10,1.5720807028235395,2.4540088906816497,0.08387793448507389,0.23938967242536946,51.97162030248101
S10,1.5720807028235395,2.4540088906816497,0.11775586897014778,0.23938967242536946,56.54479126383278
S10,1.5720807028235395,2.4540088906816497,0.15163380345522165,0.23938967242536946,56.98917836588384
S10,1.5720807028235395,2.4540088906816497,0.18551173794029557,0.23938967242536946,57.30342025362811
S10,1.5720807028235395,2.4540088906816497,0.21938967242536947,0.23938967242536946,73.02328133653326
S11,2.511149849707902,2.378288454671527,0.05,0.18902811730603586,43.39162046589741
S11,2.511149849707902,2.378288454671527,0.07975702932650897,0.18902811730603586,58.80099483361435
S11,2.511149849707902,2.378288454671527,0.10951405865301794,0.18902811730603586,51.973470981487104
S11,2.511149849707902,2.378288454671527,0.13927108797952692,0.18902811730603586,52.016399378053016
S11,2.511149849707902,2.378288454671527,0.16902811730603587,0.18902811730603586,64.97427522734455
S12,3.7467049606408835,2.4414564621517436,0.05,0.19004797909247392,48.20789250152669
S12,3.7467049606408835,2.4414564621517436,0.08001199477311849,0.19004797909247392,49.98528636717453
S12,3.7467049606408835,2.4414564621517436,0.11002398954623696,0.19004797909247392,52.06061515946751
S12,3.7467049606408835,2.4414564621517436,0.14003598431935543,0.19004797909247392,64.43631207418876
S12,3.7467049606408835,2.4414564621517436,0.17004797909247393,0.19004797909247392,52.38177343442899
S13,0.34860066134042716,3.4977439739414127,0.05,0.09637424617401857,34.75787671839437
S13,0.34860066134042716,3.4977439739414127,0.05879141539133952,0.09637424617401857,29.86169768374949
S13,0.34860066134042716,3.4977439739414127,0.06758283078267904,0.09637424617401857,44.457156001117774
S13,0.34860066134042716,3.4977439739414127,0.07637424617401857,0.09637424617401857,40.40274451964076
S14,1.5305437689330685,3.5838532877236893,0.05,0.08,34.07748517472549
S14,1.5305437689330685,3.5838532877236893,0.052000000000000005,0.08,43.062043756455324
S14,1.5305437689330685,3.5838532877236893,0.054,0.08,46.81748098479707
S14,1.5305437689330685,3.5838532877236893,0.056,0.08,54.69386363493475
S14,1.5305437689330685,3.5838532877236893,0.057999999999999996,0.08,61.000673413440325
S14,1.5305437689330685,3.5838532877236893,0.06,0.08,45.099683246141204
S15,2.582861246724852,3.591698520360946,0.05,0.09134185556157738,42.064423137375975
S15,2.582861246724852,3.591698520360946,0.05533546389039434,0.09134185556157738,35.96176163914658
S15,2.582861246724852,3.591698520360946,0.06067092778078869,0.09134185556157738,39.4676366940184
S15,2.582861246724852,3.591698520360946,0.06600639167118304,0.09134185556157738,39.11040981782027
S15,2.582861246724852,3.591698520360946,0.07134185556157738,0.09134185556157738,43.09547837652517
S16,3.856997712104455,3.491230198033846,0.05,0.1622520223217464,37.70785385973759
S16,3.856997712104455,3.491230198033846,0.0730630055804366,0.1622520223217464,39.63952178539406
S16,3.856997712104455,3.491230198033846,0.09612601116087321,0.1622520223217464,37.922508887580435
S16,3.856997712104455,3.491230198033846,0.11918901674130981,0.1622520223217464,37.75242919517259
S16,3.856997712104455,3.491230198033846,0.1422520223217464,0.1622520223217464,49.46047698157694
S17,0.33853087251141556,4.522347272610255,0.05,0.08000184806358528,36.48527657820638
S17,0.33853087251141556,4.522347272610255,0.052000369612717055,0.08000184806358528,42.371817397933626
S17,0.33853087251141556,4.522347272610255,0.05400073922543411,0.08000184806358528,33.08410757343039
S17,0.33853087251141556,4.522347272610255,0.05600110883815117,0.08000184806358528,28.972912869875344
S17,0.33853087251141556,4.522347272610255,0.05800147845086822,0.08000184806358528,30.74730678472671
S17,0.33853087251141556,4.522347272610255,0.06000184806358527,0.08000184806358528,32.652114707405865
S18,1.5405841973757262,4.755476675126507,0.05,0.16980039848181627,33.607576975109
S18,1.5405841973757262,4.755476675126507,0.06996007969636325,0.16980039848181627,47.84442034372558
S18,1.5405841973757262,4.755476675126507,0.08992015939272652,0.16980039848181627,39.972863991245504
S18,1.5405841973757262,4.755476675126507,0.10988023908908978,0.16980039848181627,55.3447653618656
S18,1.5405841973757262,4.755476675126507,0.12984031878545305,0.16980039848181627,55.23937218724295
S18,1.5405841973757262,4.755476675126507,0.14980039848181628,0.16980039848181627,55.16669470214909
S19,2.519659638414748,4.519181222764496,0.05,0.0905614894996186,41.967599376791725
S19,2.519659638414748,4.519181222764496,0.05411229789992372,0.0905614894996186,36.821043445839045
S19,2.519659638414748,4.519181222764496,0.05822459579984744,0.0905614894996186,32.52230460446291
S19,2.519659638414748,4.519181222764496,0.06233689369977116,0.0905614894996186,32.89245383676842
S19,2.519659638414748,4.519181222764496,0.06644919159969488,0.0905614894996186,43.03117553593563
S19,2.519659638414748,4.519181222764496,0.0705614894996186,0.0905614894996186,52.8837532383056
S20,3.5010622541170515,4.6980711345389645,0.05,0.08448728537074819,35.121761138321325
S20,3.5010622541170515,4.6980711345389645,0.05289745707414964,0.08448728537074819,38.2512500237143
S20,3.5010622541170515,4.6980711345389645,0.05579491414829928,0.08448728537074819,45.38286129565434
S20,3.5010622541170515,4.6980711345389645,0.058692371222448914,0.08448728537074819,38.82030609168726
S20,3.5010622541170515,4.6980711345389645,0.06158982829659855,0.08448728537074819,35.223762690665104
S20,3.5010622541170515,4.6980711345389645,0.06448728537074819,0.08448728537074819,45.58613616473589
S21,0.4891905005444131,5.7651785121966235,0.05,0.08,35.92933299193258
S21,0.4891905005444131,5.7651785121966235,0.052000000000000005,0.08,27.124714989261484
S21,0.4891905005444131,5.7651785121966235,0.054,0.08,26.536183445802457
S21,0.4891905005444131,5.7651785121966235,0.056,0.08,46.50570434585695
S21,0.4891905005444131,5.7651785121966235,0.057999999999999996,0.08,47.3239545168998
S21,0.4891905005444131,5.7651785121966235,0.06,0.08,35.29870699092601
S22,1.3868055017920236,5.727859358768007,0.05,0.08,46.96351760063635
S22,1.3868055017920236,5.727859358768007,0.052000000000000005,0.08,30.613787313233907
S22,1.3868055017920236,5.727859358768007,0.054,0.08,32.33931316875825
S22,1.3868055017920236,5.727859358768007,0.056,0.08,42.682117502904454
S22,1.3868055017920236,5.727859358768007,0.057999999999999996,0.08,36.281014584292876
S22,1.3868055017920236,5.727859358768007,0.06,0.08,39.15811029465429
S23,2.547335630430221,5.726242631607482,0.05,0.08,46.811776249160225
S23,2.547335630430221,5.726242631607482,0.052000000000000005,0.08,38.59740059093696
S23,2.547335630430221,5.726242631607482,0.054,0.08,42.539655397829726
S23,2.547335630430221,5.726242631607482,0.056,0.08,25.37338913028305
S23,2.547335630430221,5.726242631607482,0.057999999999999996,0.08,38.728292719893474
S23,2.547335630430221,5.726242631607482,0.06,0.08,33.90942012099012
S24,3.704571453353783,5.726831465852962,0.05,0.08,28.482922523745003
S24,3.704571453353783,5.726831465852962,0.05333333333333334,0.08,32.59486811998418
S24,3.704571453353783,5.726831465852962,0.056666666666666664,0.08,41.29579458561112
S24,3.704571453353783,5.726831465852962,0.06,0.08,27.296632970747435
